color,x,y
blue,103.79816034867991,-10.657429247516797
blue,30.753063563291832,-68.32437630977226
blue,-143.55751804417255,-76.37967913475222
blue,79.10873545403808,82.50835891710094
orange,-11.316068082019845,60.63339720329134
orange,8.392598935622889,237.14496713728255
orange,-50.892905366385676,-21.417022784107676
orange,-14.104803473043772,-238.08180570880154
